no,TI,ID
802,"THE COMBINED ACUTE EFFECTS OF MASSAGE, REST PERIODS, AND BODY PART ELEVATION ON RESISTANCE EXERCISE PERFORMANCE",adult;article;clinical trial;convalescence;female;human;male;massage;physical education;physiology;rest;weight lifting;adult;female;humans;male;massage;physical education and training;recovery of function;rest;weight lifting
803,RANGE OF MOTION IMPROVES AFTER MASSAGE IN CHILDREN WITH BURNS: A PILOT STUDY,adolescent;article;burn contracture;burn scar;clinical article;female;human;male;massage;mood;outcome assessment;pilot study;range of motion;sample size;school child;time;united states;adolescent;affect;age factors;burns;child;cicatrix;hypertrophic;female;humans;male;massage;pilot projects;range of motion;articular;skin transplantation;time factors
804,VALUE OF QUALITATIVE RESEARCH IN THE STUDY OF MASSAGE THERAPY,
805,THERAPEUTIC EFFECTS ON SPASTIC CEREBRAL PALSY IN CHILDREN: ACUPUNCTURE AND MASSAGE AT THE SHU AND HE ACUPOINTS VERSUS ROUTINE ACUPOINTS,acupuncture;article;cerebral palsy;child;childhood disease;clinical effectiveness;clinical trial;controlled clinical trial;controlled study;daily life activity;female;functional assessment;human;infant;informed consent;intermethod comparison;kinesiotherapy;major clinical study;male;massage;motor dysfunction;motor performance;muscle strength;occupational therapy;outcome assessment;randomized controlled trial;rehabilitation care;spastic cerebral palsy;therapy effect;treatment duration
806,CHANGES IN CLINICAL PARAMETERS IN PATIENTS WITH TENSION-TYPE HEADACHE FOLLOWING MASSAGE THERAPY: A PILOT STUDY,adult;alternative medicine;article;clinical article;female;follow up;human;incidence;male;massage;open study;pain assessment;pilot study;tension headache;treatment outcome
807,"I HAVE A DEEP MUSCLE MASSAGE EVERY MONTH OR SO. AFTER MY SISTER HAD A STROKE, I STARTED WORRYING THAT MY MASSAGES COULD LOOSEN ANY PLAQUE IN MY CAROTID ARTERIES, WHICH COULD MAKE ME HAVE A STROKE. COULD THIS HAPPEN?",arteriosclerosis;article;blood pressure;carotid artery;carotid artery disease;human;massage;pathology;stroke;arteriosclerosis;blood pressure;carotid arteries;carotid artery diseases;humans;massage;stroke
808,TEMPERATURE INCREASES IN PRETERM INFANTS DURING MASSAGE THERAPY,analysis of variance;article;body temperature;clinical trial;controlled clinical trial;controlled study;female;human;incubator;infant;kinesthesia;major clinical study;male;massage;newborn intensive care;patient positioning;prematurity;priority journal;randomized controlled trial;scoring system;supine position;tactile stimulation;temperature measurement;time;weight gain;body temperature;female;humans;infant;infant behavior;infant;newborn;infant;premature;male;massage;random allocation
809,CAN MASSAGE AND AROMATHERAPY BENEFIT THE USERS OF FORENSIC PSYCHIATRIC SERVICES?,
810,"THE EFFECTS OF CHIROPRACTIC, MASSAGE AND PHENYLBUTAZONE ON SPINAL MECHANICAL NOCICEPTIVE THRESHOLDS IN HORSES WITHOUT CLINICAL SIGNS",equidae;nonsteroid antiinflammatory agent;phenylbutazone;animal;animal disease;animal experiment;article;backache;biomechanics;chiropractic;clinical trial;controlled clinical trial;controlled study;female;horse;horse disease;lumbar vertebra;male;massage;methodology;multimodality cancer therapy;nociceptive receptor;pain threshold;physiology;pressure;randomized controlled trial;treatment outcome;vertebra;weight bearing;animals;anti-inflammatory agents;non-steroidal;back pain;biomechanics;combined modality therapy;female;horse diseases;horses;lumbar vertebrae;male;manipulation;chiropractic;massage;nociceptors;pain threshold;phenylbutazone;physical conditioning;animal;pressure;thoracic vertebrae;treatment outcome;weight-bearing
811,"RANDOMISED CONTROLLED TRIAL OF ALEXANDER TECHNIQUE LESSONS, EXERCISE, AND MASSAGE (ATEAM) FOR CHRONIC AND RECURRENT BACK PAIN: ECONOMIC EVALUATION.",alternative medicine;ambulatory care;article;backache;chronic disease;clinical trial;comparative study;controlled clinical trial;controlled study;cost benefit analysis;economics;health care cost;human;kinesiotherapy;massage;national health service;quality adjusted life year;randomized controlled trial;recurrent disease;ambulatory care;back pain;chronic disease;complementary therapies;cost-benefit analysis;exercise therapy;health care costs;humans;massage;quality-adjusted life years;recurrence;state medicine
812,MASSAGE GOES MAINSTREAM,inventory control;personal aircraft;product development;ground-floor level;service quality;taiwanese massage shops;competitive intelligence
813,OUTCOMES OF A PILOT TRAINING PROGRAM IN A QIGONG MASSAGE INTERVENTION FOR YOUNG CHILDREN WITH AUTISM,
814,THREE STAGE AXILLARY LYMPHATIC MASSAGE OPTIMIZES SENTINEL LYMPH NODE LOCALISATION USING BLUE DYE,blue dye;dye;prednisolone;unclassified drug;allergic reaction;article;blister;breast cancer;breast surgery;cancer localization;controlled study;diagnostic accuracy;human;hypotension;intermethod comparison;lymph node metastasis;lymph vessel;lymphatic drainage;major clinical study;massage;sentinel lymph node;sentinel lymph node biopsy;single drug dose;skin discoloration;urticaria
815,BLOOD CONCENTRATION AND UPTAKE OF D-LIMONENE DURING AROMATHERAPY MASSAGE WITH SWEET ORANGE OIL. A PILOT STUDY,alpha phellandrene;bergamot oil;beta pinene;citral;citronellal;citrus oil;coconut oil;geraniol;geranyl acetate;humulene;limonene;linalool;para cymene;pinene;sabinene;terpinen 4 ol;terpinene;terpinolene;adult;aromatherapy;article;blood;blood sampling;breathing apparatus;cancer patient;clinical article;cognition;controlled study;female;gas chromatography;human;male;mandarin;mass spectrometry;massage;muscle relaxation;olfactory system;sedation;sleep;sweet orange
816,SWALLOWING: IS IT A CAROTID MASSAGE EQUIVALENT CAUSING SYNCOPE IN PATIENTS WITH NECK MASSES?,atenolol;beta adrenergic receptor blocking agent;infusion fluid;lisinopril;aged;article;carotid massage;case report;chemotherapy;computed tomographic angiography;computer assisted tomography;digestive function;disease association;eating;echocardiography;emergency ward;head and neck cancer;heart catheterization;hemodynamics;human;male;massage;neck tumor;resuscitation;sinus bradycardia;squamous cell carcinoma;sternocleidomastoid muscle;swallowing;syncope;telemetry;tongue;adrenergic beta-antagonists;aged;carotid sinus;deglutition;diagnosis;differential;head and neck neoplasms;humans;male;reflex;abnormal;syncope
817,PRETERM INFANTS SHOW REDUCED STRESS BEHAVIORS AND ACTIVITY AFTER 5 DAYS OF MASSAGE THERAPY,arm;article;back;behavioral stress;clinical trial;controlled study;dynamic exercise;female;head;hospitalization;human;infant;leg;limb movement;male;massage;neonatal stress;newborn;newborn intensive care;prematurity;priority journal;randomized controlled trial;shoulder;female;gastrointestinal motility;humans;infant behavior;infant;newborn;infant;premature;male;massage;motor activity;parasympathetic nervous system;stress;time factors;vagus nerve
818,A MODERN MIDWIFE'S EXPERIENCE WITH ANCIENT MAYA TECHNIQUES OF ABDOMINAL/UTERINE MASSAGE.,adult;american indian;article;attitude to health;cultural factor;education;female;human;massage;methodology;midwife;mother;natural childbirth;newborn;nurse attitude;nurse patient relationship;nursing;pregnancy;prenatal care;psychological aspect;adult;cultural characteristics;female;health knowledge;attitudes;practice;humans;indians;central american;infant;newborn;massage;midwifery;mothers;natural childbirth;nurse's role;nurse-patient relations;pregnancy;prenatal care
819,"THE EFFECTS OF FOOT AND FACIAL MASSAGE ON SLEEP INDUCTION, BLOOD PRESSURE, PULSE AND RESPIRATORY RATE: CROSSOVER PILOT STUDY",vegetable oil;adult;article;blood pressure;breathing;chemistry;clinical trial;controlled clinical trial;controlled study;crossover procedure;face;female;foot;heart rate;human;massage;methodology;middle aged;physiology;pilot study;prunus;randomized controlled trial;sleep;adult;blood pressure;cross-over studies;face;female;foot;heart rate;humans;massage;middle aged;pilot projects;plant oils;prunus;respiration;sleep
820,WORKING WITH TACTILE MASSAGE-A GROUNDED THEORY ABOUT THE ENERGY CONTROLLING SYSTEM,adult;article;female;human;information processing;massage;methodology;middle aged;model;nursing;professional practice;sweden;theoretical model;adult;female;focus groups;humans;massage;middle aged;models;nursing;models;theoretical;professional practice;sweden
821,TIME FOR YOURSELF. SHOULD YOU ADD MASSAGE TO YOUR REGIMEN?,article;chronic disease;human;massage;methodology;psychological aspect;safety;chronic disease;humans;massage;safety
822,PRETERM INFANT MASSAGE ELICITS CONSISTENT INCREASES IN VAGAL ACTIVITY AND GASTRIC MOTILITY THAT ARE ASSOCIATED WITH GREATER WEIGHT GAIN,article;clinical trial;controlled clinical trial;controlled study;electrocardiogram;electroencephalogram;human;infant;major clinical study;massage;nerve stimulation;prematurity;priority journal;randomization;stomach motility;therapy effect;vagus nerve stimulation;weight gain;analysis of variance;electrocardiography;electrophysiology;gastrointestinal motility;humans;infant;newborn;infant;premature;intensive care units;neonatal;massage;time factors;treatment outcome;vagus nerve;weight gain
823,"THE EFFECTIVENESS OF MASSAGE WITH AND WITHOUT DIMETHYL SULFOXIDE IN PREVENTING PRESSURE ULCERS: A RANDOMIZED, DOUBLE-BLIND CROSS-OVER TRIAL IN PATIENTS PRONE TO PRESSURE ULCERS",dermatological agent;dimethyl sulfoxide;scavenger;aged;article;body posture;clinical trial;comparative study;controlled clinical trial;controlled study;crossover procedure;decubitus;double blind procedure;female;human;kaplan meier method;male;massage;methodology;middle aged;multicenter study;netherlands;nursing home;pathology;randomized controlled trial;statistical model;aged;aged;80 and over;cross-over studies;dermatologic agents;dimethyl sulfoxide;double-blind method;female;free radical scavengers;humans;kaplan-meiers estimate;logistic models;male;massage;middle aged;netherlands;nursing homes;posture;pressure ulcer
824,EFFECT OF PREPERFORMANCE LOWER-LIMB MASSAGE ON THIRTY-METER SPRINT RUNNING,adult;article;athletic performance;clinical trial;controlled clinical trial;controlled study;crossover procedure;human;leg;male;massage;methodology;physiology;running;treatment outcome;adult;athletic performance;cross-over studies;humans;lower extremity;male;massage;running;treatment outcome
825,MASSAGE THERAPY: IS ITS EVIDENCE-BASE GETTING STRONGER,
826,CHANGES IN PEDAL PLANTAR PRESSURE VARIABILITY AND CONTACT TIME FOLLOWING MASSAGE THERAPY: A CASE STUDY OF A CLIENT WITH DIABETIC NEUROPATHY,aged;article;case report;controlled study;diabetic neuropathy;foot disease;hallux;human;hydrotherapy;joint mobilization;male;massage;medical practice;metatarsophalangeal joint;orthopedic manipulation;plantar foot pressure;treatment duration;treatment outcome
827,SIDE-EFFECTS OF MASSAGE THERAPY: A CROSS-SECTIONAL STUDY OF 100 CLIENTS,adult;adverse outcome;aged;article;controlled study;fatigue;female;headache;health science;health survey;human;major clinical study;male;massage;medical record;priority journal;questionnaire;telephone;university hospital;adult;aged;back pain;chronic disease;cross-sectional studies;depression;fatigue;female;headache;humans;male;massage;middle aged;neck pain;outcome and process assessment (health care);pain;patient satisfaction;treatment outcome
828,"TRAINING FAMILY CAREGIVERS IN HAND AND FOOT MASSAGE FOR HOSPITALIZED PATIENTS: FEASIBILITY, CHALLENGES, AND LESSONS LEARNED",
829,RELATIONSHIP BETWEEN GROWTH AND NON-NUTRITIVE MASSAGE IN SUCKLING PIGS,behavioral response;domestic species;growth rate;growth response;lactation;milk production;nutritional requirement;pig;suckling;suidae;sus scrofa domestica
830,THE EFFECT OF AROMATHERAPY MASSAGE WITH MUSIC ON THE STRESS AND ANXIETY LEVELS OF EMERGENCY NURSES: COMPARISON BETWEEN SUMMER AND WINTER,absenteeism;adaptive behavior;adult;aromatherapy;article;burnout;clinical trial;comparative study;controlled clinical trial;controlled study;emergency health service;emergency nursing;female;health personnel attitude;human;male;massage;methodology;music therapy;nurse attitude;nursing methodology research;nursing staff;occupational health;organization and management;psychological aspect;randomized controlled trial;risk factor;season;statistical model;treatment outcome;utilization review;workload;absenteeism;adaptation;psychological;adult;aromatherapy;attitude of health personnel;burnout;professional;emergency nursing;emergency service;hospital;female;humans;linear models;male;massage;music therapy;nurse's role;nursing methodology research;nursing staff;hospital;occupational health;risk factors;seasons;treatment outcome;workload
831,PREVALENCE OF POSITIVE CAROTID SINUS MASSAGE AND RELATED RISK OF SYNCOPE IN PATIENTS WITH ALZHEIMER'S DISEASE,cholinesterase inhibitor;donepezil;aged;alzheimer disease;article;bradycardia;carotid sinus massage;clinical article;clinical trial;disease severity;drug dose increase;drug response;drug withdrawal;elderly care;female;follow up;gastrointestinal symptom;heart bundle branch block;heart conduction;high risk patient;human;incidence;long term care;male;orthostatic hypotension;prediction;prevalence;priority journal;risk assessment;risk factor;syncope;vomiting;aged;aged;80 and over;alzheimer disease;bradycardia;bundle-branch block;carotid sinus;female;heart massage;humans;hypersensitivity;hypertension;hypotension;male;prevalence;risk;syncope
832,EFFECTS OF AROMATHERAPY MASSAGE ON BLOOD PRESSURE AND LIPID PROFILE IN KOREAN CLIMACTERIC WOMEN,essential oil;jasmine oil;lavender oil;rose geranium oil;rose oil;unclassified drug;abdomen;adult;aromatherapy;article;blood pressure;climacterium;clinical article;controlled study;diastolic blood pressure;female;human;jasmine;korea;lavender;lipid blood level;massage;menopausal syndrome;plant;pretest posttest design;rose;rose geranium;systolic blood pressure;therapy effect;aromatherapy;blood pressure;climacteric;female;humans;korea;lipid metabolism;middle aged;statistics;nonparametric;time factors;treatment outcome;women's health
833,COUPLES AND CANCER: FEASIBILITY OF BRIEF INSTRUCTION IN MASSAGE AND TOUCH THERAPY TO BUILD CAREGIVER EFFICACY,adult;aged;article;cancer therapy;caregiver;caregiver burden;controlled study;feasibility study;female;follow up;home care;human;male;massage;palliative therapy;patient satisfaction;quality of life;self report;social psychology;adult;aged;caregivers;delivery of health care;integrated;family characteristics;feasibility studies;female;focus groups;humans;longitudinal studies;male;massage;middle aged;national cancer institute (u.s.);neoplasms;pain;palliative care;psychometrics;qualitative research;therapeutic touch;united states
834,A RANDOMISED STUDY OF THE EFFECTS OF MASSAGE THERAPY COMPARED TO GUIDED RELAXATION ON WELL-BEING AND STRESS PERCEPTION AMONG OLDER ADULTS,adult;aged;anxiety;article;clinical article;clinical trial;community mental health;controlled clinical trial;controlled study;depression;female;guided imagery;health status;human;intermethod comparison;life stress;male;massage;mental stress;muscle relaxation;pilot study;psychological well being;questionnaire;randomized controlled trial;rating scale;relaxation training;self control;telephone;treatment contraindication;treatment duration;treatment outcome;united states;aged;female;health status;humans;male;massage;mental health;middle aged;pilot projects;relaxation techniques;socioeconomic factors;stress;psychological
835,EFFECTS OF PREOPERATIVE MASSAGE ON INTRA- AND POSTOPERATIVE OUTCOMES,desflurane;fentanyl;isoflurane;morphine;pethidine;sevoflurane;adult;aged;anxiety;article;controlled study;drug use;female;general anesthesia;gynecologic surgery;human;laparoscopic surgery;major clinical study;massage;outcome assessment;postoperative period;preoperative treatment;priority journal;scoring system;touch
836,IMPACT OF MASSAGE THERAPY ON ANXIETY LEVELS IN PATIENTS UNDERGOING RADIATION THERAPY: RANDOMIZED CONTROLLED TRIAL,adult;aged;alternative medicine;anxiety;article;cancer patient;cancer radiotherapy;clinical trial;controlled clinical trial;controlled study;female;human;hypotension;major clinical study;male;massage;presyncope;randomized controlled trial;scoring system;visual analog scale;adult;aged;aged;80 and over;anxiety;female;humans;male;massage;middle aged;neoplasms;pain measurement;psychological tests;psychometrics;questionnaires;radiotherapy;time factors;treatment outcome
837,POVERTY AND HEALTH: BLIND MASSAGE THERAPISTS AND A FREE INTEGRATIVE PAIN CLINIC,acupuncture;alternative medicine;article;blindness;chiropractic;chronic pain;clinical practice;creativity;education program;human;integrative medicine;interdisciplinary education;internet;massage;medical care;medical education;nursing care;osteopathic medicine;pain clinic;poverty;priority journal;community health aides;employment;supported;grenada;humans;mainstreaming (education);massage;medicine;traditional;pain clinics;poverty;visually impaired persons
838,ENERGY EXPENDITURE IN GROWING PRETERM INFANTS RECEIVING MASSAGE THERAPY,article;calorimeter;calorimetry;child growth;clinical article;clinical trial;controlled clinical trial;controlled study;crossover procedure;energy expenditure;female;human;infant nutrition;male;massage;newborn;prematurity;randomized controlled trial;weight gain;calorimetry;indirect;cross-over studies;energy intake;energy metabolism;female;gestational age;humans;infant;newborn;infant;premature;male;massage;prospective studies;weight gain
839,IMPROVEMENT IN SENSORY IMPAIRMENT AND SOCIAL INTERACTION IN YOUNG CHILDREN WITH AUTISM FOLLOWING TREATMENT WITH AN ORIGINAL QIGONG MASSAGE METHODOLOGY,article;autism;chinese medicine;clinical article;clinical effectiveness;clinical trial;constipation;controlled clinical trial;controlled study;daily life activity;diarrhea;female;human;intestine function disorder;male;massage;outcome assessment;preschool child;randomized controlled trial;sensory dysfunction;sleep disorder;social adaptation;social interaction;activities of daily living;autistic disorder;breathing exercises;child;child;preschool;constipation;diarrhea;female;humans;interpersonal relations;male;massage;neuropsychological tests;sensation disorders;sleep disorders
840,NECK MASSAGE INDUCED DURAL SINUS THROMBOSIS,anticoagulant agent;adult;anticoagulation;artery dissection;article;case report;cerebral sinus thrombosis;chiropractic;diffusion coefficient;disease course;headache;human;jugular vein;magnetic resonance angiography;magnetic resonance venography;male;massage;neck;neck pain;nuclear magnetic resonance imaging;radiodiagnosis;vein thrombosis
841,RHYTHMICAL MASSAGE THERAPY IN CHRONIC DISEASE: A 4-YEAR PROSPECTIVE COHORT STUDY,analgesic agent;anticonvulsive agent;antidepressant agent;antimigraine agent;central stimulant agent;immunosuppressive agent;adolescent;adult;aged;article;backache;chronic disease;clinical assessment;cohort analysis;depression;disease duration;fatigue;female;follow up;germany;headache;heart palpitation;human;hypotension;major clinical study;male;massage;medical practice;mental disease;migraine;musculoskeletal disease;neck pain;outpatient;pain;patient assessment;physician;priority journal;prospective study;quality of life;rating scale;rhythmical massage therapy;short form 36;statistical significance;symptom;treatment duration;vertigo;adult;back pain;chronic disease;cohort studies;depression;fatigue;female;germany;humans;male;massage;middle aged;neck pain;outcome and process assessment (health care);patient satisfaction;prospective studies;severity of illness index;treatment outcome
842,MASSAGE THERAPY DECREASES FREQUENCY AND INTENSITY OF SYMPTOMS RELATED TO TEMPOROMANDIBULAR JOINT SYNDROME IN ONE CASE STUDY,adult;article;bruxism;case report;disease severity;female;headache;human;jaw disease;jaw movement;massage;mastication;mouth cavity;myofascial pain;neck;pain assessment;physiotherapy;range of motion;temporomandibular joint disorder;treatment duration;treatment outcome;trunk
843,CHANGES IN THE SELF-EFFICACY OF MULTIPLE SCLEROSIS CLIENTS FOLLOWING MASSAGE THERAPY,article;clinical article;clinical trial;controlled clinical trial;controlled study;emotion;follow up;human;inferential statistics;intervention study;massage;medical student;multiple sclerosis;outcome assessment;physiotherapist;physiotherapy;prospective study;psychological aspect;scoring system;self concept;statistical significance
844,MUSCULAR AND POSTURAL DEMANDS OF USING A MASSAGE CHAIR AND MASSAGE TABLE,adult;arm muscle;article;body posture;chair;controlled study;deltoid muscle;electromagnetic field;electromyography;female;forearm;furniture;hand;head;human;human experiment;kinematics;lumbar spine;massage;muscle contraction;normal human;trunk;adolescent;adult;electromyography;female;human engineering;humans;massage;muscle;skeletal;musculoskeletal diseases;occupational diseases;posture;upper extremity
845,PROSTATIC MASSAGE: A SIMPLE METHOD OF SEMEN RETRIEVAL IN MEN WITH SPINAL CORD INJURY,follitropin;luteinizing hormone;prolactin;testosterone;adult;article;asthenospermia;controlled study;hormone determination;human;human cell;leukocyte count;major clinical study;male;priority journal;prostate massage;prostate secretion;semen analysis;sperm;spermatozoon;spinal cord injury;technique;adult;asthenozoospermia;humans;male;massage;middle aged;prostate;semen;specimen handling;sperm motility;spermatozoa;spinal cord injuries;thoracic vertebrae
846,ACCEPTABILITY OF MASSAGE WITH SKIN BARRIER-ENHANCING EMOLLIENTS IN YOUNG NEONATES IN BANGLADESH,allyl isothiocyanate;emollient agent;sunflower oil;vegetable oil;article;bangladesh;brassica;child care;clinical trial;controlled clinical trial;controlled study;cross infection;female;human;hypothermia;infection control;male;massage;methodology;microbiology;newborn;patient attitude;prospective study;randomized controlled trial;skin;skin care;topical drug administration;administration;topical;bangladesh;cross infection;emollients;female;humans;hypothermia;infant care;infant;newborn;infection control;male;massage;mustard plant;patient acceptance of health care;plant oils;prospective studies;skin;skin care;helianthus
847,ALLERGIC CONTACT DERMATITIS FROM LAURUS NOBILIS OIL INDUCED BY MASSAGE,antihistaminic agent;laurus nobilis oil;olive oil;steroid;unclassified drug;vegetable oil;adult;article;case report;contact dermatitis;drug indication;erythema;human;male;massage;patch test;pigmentation;skin allergy;skin manifestation;steroid therapy;treatment outcome;adult;anti-allergic agents;dermatitis;allergic contact;dermatitis;atopic;histamine h1 antagonists;humans;male;massage;oils;volatile;patch tests;sesquiterpenes
848,"THE CLUSTERED NEEDLING, MASSAGE AND CUPPING USED FOR TREATMENT OF OBSTINATE MYOFASCITIS OF THE BACK - A REPORT OF 68 CASES",adolescent;adult;article;backache;burning sensation;calcification;circulation;cold sensitivity;college student;elasticity;female;hemostasis;human;immobilization;incidence;injury;major clinical study;male;massage;metabolism;muscle relaxation;muscle weakness;myalgia;myofascial pain;teacher;tissue repair;treatment duration;treatment outcome;acupuncture therapy;adolescent;adult;back pain;combined modality therapy;female;humans;male;massage;middle aged;myofascial pain syndromes;young adult
849,NECK SWELLING FOLLOWING A VIGOROUS NECK MASSAGE,cholesterol;triacylglycerol;adult;article;aspiration;biochemistry;case report;conservative treatment;disease duration;echography;edema;hospital admission;human;leukocyte count;low fat diet;lymphocele;lymphocyte count;male;massage;neck tumor;needle biopsy;nuclear magnetic resonance imaging;physical examination;treatment outcome;tumor localization;tumor recurrence;tumor volume;wound dressing;adult;humans;lymphocele;magnetic resonance imaging;male;massage;neck;neck injuries;thoracic duct
850,CLINICAL COMPARATIVE STUDY ON MASSAGE THERAPY AND CISAPRIDE IN TREATING FUNCTIONAL DYSPEPSIA,
851,THE EFFECT OF MASSAGE ON PERFORMANCE OF THE SIT AND REACH TEST IN ADOLESCENT SOCCER PLAYERS,adolescent;article;athlete;body height;body mass;controlled study;hamstring;human;human experiment;laboratory test;male;massage;physical performance;student t test;training
852,THE EXPERIENCE OF MASSAGE DURING CHEMOTHERAPY TREATMENT IN BREAST CANCER PATIENTS,adult;article;breast tumor;clinical trial;drug therapy;empathy;female;human;massage;mental stress;middle aged;nursing;psychological aspect;relaxation training;adult;breast neoplasms;drug therapy;empathy;female;humans;massage;middle aged;relaxation techniques;stress;psychological
853,POLICY FOR THERAPEUTIC MASSAGE IN AN ACADEMIC HEALTH CENTER: A MODEL FOR STANDARD POLICY DEVELOPMENT,alternative medicine;article;health care need;health care policy;health practitioner;human;massage;medical liability;medical practice;priority journal;united states;academic medical centers;delivery of health care;integrated;health care reform;humans;massage;michigan;organizational policy;physician's practice patterns;practice guidelines;program development;quality assurance;health care
854,THE CHANGING MOTIVATION OF MASSAGE THERAPY STUDENTS,adult;article;controlled study;decision making;education program;female;human;information processing;male;massage;medical education;medical research;medical student;motivation;orientation;postgraduate education;priority journal;quasi experimental study;questionnaire;scoring system
855,"EFFECT OF CLITORAL MASSAGE ON LEVELS OF ESTRADIOL, TESTOSTERONE, DEHYDROEPIANDROSTERONE SULPHATE AND PREGNANCY RATE IN COWS",animalia
856,MENTAL HEALTH AND RELATED FACTORS AMONG MASSAGE PRACTITIONERS WITH VISUAL IMPAIRMENT,academic achievement;adult;aged;anxiety;article;burnout;correlation analysis;depersonalization;depression;emotional stress;female;hospital;human;major clinical study;male;marriage;massage;massage therapist;mental health;nursing home;outpatient department;paramedical personnel;reading;satisfaction;sex difference;stress management;visual impairment;work environment;adult;age factors;anxiety;depersonalization;depression;female;humans;japan;job satisfaction;male;massage;mental health;middle aged;occupational health;psychometrics;questionnaires;stress;psychological;visually impaired persons;workload;workplace
857,LOWER BACK PAIN AND SLEEP DISTURBANCE ARE REDUCED FOLLOWING MASSAGE THERAPY,absenteeism;adult;anxiety;article;body movement;clinical article;controlled study;depression;disease duration;ethnicity;female;human;intermethod comparison;low back pain;male;massage;pain;questionnaire;range of motion;relaxation training;sex difference;sleep disorder;socioeconomics;treatment duration
858,MEDICAL MASSAGE AS A PHYSIOTHERAPEUTIC METHOD IN BENIGN PROSTATIC HYPERPLASIA IN MEN,adult;aged;article;clinical article;disease severity;human;lower urinary tract symptom;male;massage;micturition;physiotherapy;prostate;prostate hypertrophy;quality of life;rating scale
859,MOLECULAR DETECTION OF LOCALIZED PROSTATE CANCER USING QUANTITATIVE METHYLATION-SPECIFIC PCR ON URINARY CELLS OBTAINED FOLLOWING PROSTATE MASSAGE,adult;aged;analytic method;apc gene;article;cancer diagnosis;cancer localization;cancer patient;comparative study;controlled study;death associated protein kinase gene;ecdh1 gene;gene;glutathione transferase p1 gene;human;major clinical study;male;methylated dna protein cysteine methyltransferase gene;methylation;p14 gene;p16 gene;priority journal;promoter region;prostate cancer;prostate fluid;prostatectomy;rar beta2 gene;ras association domain family protein 1a gene;real time polymerase chain reaction;receiver operating characteristic;tissue inhibitor of metalloproteinase 3 gene;urinalysis;cytology;diagnostic procedure;dna methylation;evaluation;genetics;isolation and purification;massage;methodology;middle aged;pathology;polymerase chain reaction;prostate tumor;sensitivity and specificity;urine;dna;tumor marker;aged;aged;80 and over;dna;dna methylation;humans;male;massage;middle aged;molecular diagnostic techniques;polymerase chain reaction;prostatic neoplasms;sensitivity and specificity;tumor markers;biological;urine
860,SYMPTOM MANAGEMENT WITH MASSAGE AND ACUPUNCTURE IN POSTOPERATIVE CANCER PATIENTS: A RANDOMIZED CONTROLLED TRIAL,acupuncture;adult;article;cancer pain;cancer patient;clinical trial;controlled clinical trial;depression;female;health care utilization;human;major clinical study;male;massage;mood;nausea;patient care;postoperative care;randomization;randomized controlled trial;regression analysis;vomiting;acupuncture therapy;female;humans;male;massage;middle aged;neoplasms;pain;postoperative;postoperative nausea and vomiting
861,PARENT DELIVERED INFANT MASSAGE: ARE WE TRULY READY FOR IMPLEMENTATION?,
862,EFFECT OF MASSAGE OF THE HAMSTRING MUSCLES ON SELECTED ELECTROMYOGRAPHIC CHARACTERISTICS OF BICEPS FEMORIS DURING SUB-MAXIMAL ISOMETRIC CONTRACTION,adult;article;biceps femoris;controlled study;crossover procedure;electromyography;hamstring;human;human experiment;leg muscle;male;massage;muscle function;muscle isometric contraction;adult;analysis of variance;cross-over studies;electromyography;humans;isometric contraction;lower extremity;male;massage;muscle;skeletal;rest
863,MASSAGE THERAPY RESEARCH,
864,EFFECTS OF MASSAGE ON THE MECHANICAL BEHAVIOUR OF MUSCLES IN ADOLESCENTS WITH SPASTIC DIPLEGIA: A PILOT STUDY,adolescent;article;clinical article;clinical trial;female;gastrocnemius muscle;human;male;massage;mechanical stimulation;motor performance;muscle force;muscle stretching;myotatic reflex;pilot study;priority journal;proprioception;range of motion;sarcomere length;school child;scoring system;spastic diplegia;spastic paresis;treatment response;voluntary movement;ankle;cerebral palsy;child;joint characteristics and functions;methodology;muscle exercise;pathophysiology;physiology;sarcomere;skeletal muscle;treatment outcome;adolescent;ankle;cerebral palsy;child;female;humans;male;massage;motor skills;muscle stretching exercises;muscle;skeletal;pilot projects;range of motion;articular;sarcomeres;treatment outcome
865,EFFECTIVENESS OF AROMATHERAPY MASSAGE IN THE MANAGEMENT OF ANXIETY AND DEPRESSION IN PATIENTS WITH CANCER: A MULTICENTER RANDOMIZED CONTROLLED TRIAL,antineoplastic agent;essential oil;adult;anxiety;aromatherapy;article;cancer;cancer center;cancer chemotherapy;cancer patient;cancer radiotherapy;cancer therapy;clinical trial;controlled clinical trial;controlled study;depression;female;health service;hospice;human;major clinical study;male;massage;multicenter study;priority journal;randomized controlled trial;risk factor;self report;united kingdom;anxiety;aromatherapy;depression;massage;middle aged;neoplasm;psychological aspect;quality of life;risk;time;treatment outcome;anxiety;aromatherapy;depression;female;great britain;humans;male;massage;middle aged;neoplasms;odds ratio;oils;volatile;quality of life;time factors;treatment outcome
866,HOW IMPORTANT IS RESEARCH-BASED PRACTICE TO CHIROPRACTORS AND MASSAGE THERAPISTS?,article;canada;certification;chiropractic;education;evidence based practice;health survey;human;logistic regression analysis;massage;medical literature;medical society;peer review;professional practice;questionnaire;skill;statistical analysis;training;univariate analysis;validation study;adult;canada;chiropractic;evidence-based medicine;female;health care surveys;health knowledge;attitudes;practice;humans;information services;logistic models;male;massage;middle aged;professional competence;professional practice
